filename,label.risk_level,label.risk_category,uav.mass_kg,uav.max_speed_mps,uav.battery_model.hover_power_W,environment.weather.wind_mps,environment.weather.gust_mps,environment.gnss_jam_dbm,daa.sep_threshold_m,daa.ttc_threshold_s,airspace.altitude_agl_max_m,uav.type,mission.type,mission.pattern,environment.weather.visibility,environment.gnss_multipath,is_missing__environment.gnss_multipath,comms.uplink_ok,is_missing__comms.uplink_ok,comms.downlink_ok,is_missing__comms.downlink_ok,environment.em_interference,is_missing__environment.em_interference,mission.runway_required,is_missing__mission.runway_required,has_lidar,is_missing__has_lidar,has_radar,is_missing__has_radar,has_gnss,is_missing__has_gnss,has_imu,is_missing__has_imu,has_camera_rgb,is_missing__has_camera_rgb,has_camera_thermal,is_missing__has_camera_thermal,feat_mission_dist_m,feat_mission_climb_m,feat_mission_tortuosity,feat_obstacle_count,feat_obstacle_avg_speed,feat_airspace_area_m2,feat_obstacle_density_per_km2,feat_weather_score,feat_power_to_weight,dq_core_present_pct,dq_weather_present,dq_uav_present,dq_mission_present,dq_comms_present,dq_sensors_present_pct
Forest_Search_with_Quadrotor_in_Wind_Farm_18f2ee594493.json,3.0,High Risk,2.5,15.0,88.4,6.0,3.0,-95.0,25.0,15.0,120.0,quadrotor,search_rescue,grid,good,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,408.16,20.0,28.77,1,1.0,200000.0,5.0,0,35.36,1.0,1.0,1.0,1.0,1.0,0.6666666666666666
Forest_Search_with_Solar_Wing_UAV_452d30247e86.json,3.0,High Risk,5.2,22.0,335.4,6.0,3.5,,25.0,15.0,120.0,solar_wing,search_rescue,grid,good,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1391.72,10.0,300.94,1,1.5811388300841898,480000.0,2.0833333333333335,1,64.5,0.75,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_5f9e6ae7d4e0.json,3.0,High Risk,12.5,25.0,1250.1,8.0,4.0,-90.0,25.0,30.0,150.0,solar_wing,search_rescue,grid,good,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,2224.26,0.0,315.0,1,2.23606797749979,1000000.0,1.0,0,100.008,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_766807a21545.json,3.0,High Risk,5.2,22.0,335.4,6.0,3.5,-90.0,25.0,20.0,150.0,solar_wing,search_rescue,corridor,good,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2133.94,50.0,173.58,1,2.0,3000000.0,0.33333333333333337,0,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_831dda962aa3.json,3.0,High Risk,12.5,28.0,1250.1,8.5,4.5,-90.0,50.0,30.0,250.0,solar_wing,search_rescue,corridor,good,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,952.68,40.0,136.82,1,1.118033988749895,800000.0,1.25,0,100.008,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_Offshore_2be0ebdf4710.json,3.0,High Risk,15.0,25.0,1643.2,8.5,4.0,-85.0,50.0,30.0,300.0,solar_wing,search_rescue,corridor,good,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,926.32,110.0,82.19,1,2.23606797749979,800000.0,1.25,1,109.54666666666667,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_Offshore_4ed728ddcc4b.json,3.0,High Risk,12.5,28.0,1250.1,6.0,3.0,-85.0,50.0,30.0,450.0,solar_wing,search_rescue,corridor,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,3627.42,60.0,170.85,1,1.0,4000000.0,0.25,0,100.008,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_add34522dac6.json,3.0,High Risk,5.2,25.0,335.4,6.0,4.0,-95.0,25.0,30.0,150.0,solar_wing,search_rescue,corridor,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,471.87,30.0,189.57,1,2.23606797749979,120000.0,8.333333333333334,0,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_at_Airport_Perimeter_22865061d132.json,3.0,High Risk,12.5,28.0,1250.1,6.5,3.2,-95.0,50.0,30.0,300.0,solar_wing,search_rescue,corridor,good,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2113.03,60.0,139.87,1,3.0,3000000.0,0.33333333333333337,0,100.008,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_at_Airport_Perimeter_67360b4e91e2.json,3.0,High Risk,8.5,22.0,701.0,6.0,3.5,-85.0,50.0,30.0,150.0,solar_wing,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1611.28,40.0,336.07,1,1.4142135623730951,800000.0,1.25,3,82.47058823529412,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_at_Bridge_Site_5a1f6d6ee958.json,3.0,High Risk,5.2,25.0,335.4,6.0,3.5,-110.0,25.0,20.0,120.0,solar_wing,search_rescue,corridor,good,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,320.3,20.0,122.31,1,3.0,60000.0,16.666666666666668,1,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_at_Bridge_Site_under_Lightning_Risk_c864b9c37e30.json,3.0,High Risk,5.2,22.0,335.4,7.5,4.0,-75.0,25.0,20.0,150.0,solar_wing,search_rescue,corridor,good,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,563.55,40.0,318.32,1,0.8,75000.0,13.333333333333334,1,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_e52bb298d782.json,3.0,High Risk,5.2,22.0,335.4,8.0,4.0,-85.0,25.0,20.0,150.0,solar_wing,search_rescue,grid,good,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1000.0,0.0,270.0,1,2.0,160000.0,6.25,1,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Coastal_Hot_Conditions_636964eed67f.json,3.0,High Risk,12.5,28.0,1250.1,6.0,4.0,-110.0,50.0,20.0,180.0,solar_wing,search_rescue,corridor,good,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,3601.85,60.0,359.89,1,2.0,3000000.0,0.33333333333333337,2,100.008,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Dense_Urban_Area_70ae2070dc90.json,3.0,High Risk,5.2,22.0,335.4,6.5,3.2,-95.0,25.0,15.0,120.0,solar_wing,search_rescue,spiral,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,483.52,40.0,218.02,1,2.0615528128088303,60000.0,16.666666666666668,1,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Fog_7ddd5070ecc2.json,3.0,High Risk,12.5,28.0,1250.1,6.5,3.2,-85.0,25.0,20.0,120.0,solar_wing,search_rescue,corridor,poor,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,668.01,40.0,320.58,1,2.0,75000.0,13.333333333333334,5,100.008,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Fog_c3e7023286d4.json,3.0,High Risk,5.2,28.0,335.4,6.5,3.0,-90.0,50.0,30.0,180.0,solar_wing,search_rescue,corridor,poor,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,2635.58,20.0,312.48,1,2.23606797749979,3000000.0,0.33333333333333337,4,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Foggy_Suburban_Airspace_879ad61487cb.json,3.0,High Risk,5.2,22.0,335.4,6.0,3.5,-95.0,25.0,20.0,150.0,solar_wing,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2224.63,20.0,314.94,1,3.0,1000000.0,1.0,4,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Gusts_c45003871266.json,3.0,High Risk,5.2,22.0,335.4,6.5,4.2,-90.0,50.0,30.0,120.0,solar_wing,search_rescue,corridor,good,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2605.34,30.0,204.77,1,0.58309518948453,3000000.0,0.33333333333333337,0,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Hail_b767c14d14e4.json,3.0,High Risk,5.2,25.0,335.4,8.0,4.5,,25.0,15.0,120.0,solar_wing,search_rescue,grid,poor,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,593.58,10.0,314.78,1,2.0,40000.0,25.0,3,64.5,0.75,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Harbor_Airspace_cf6dfd4012d2.json,3.0,High Risk,5.2,22.0,335.4,8.5,4.0,-75.0,25.0,20.0,120.0,solar_wing,search_rescue,corridor,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,900.62,60.0,36.78,1,1.0,800000.0,1.25,1,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Harbor_Airspace_under_Fog_fd0a754f3389.json,3.0,High Risk,12.5,22.0,1250.1,6.5,3.2,-95.0,30.0,25.0,180.0,solar_wing,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,3321.88,40.0,303.65,1,2.0,1680000.0,0.5952380952380952,4,100.008,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Harbor_Airspace_under_Hot_Condition_9c5fd24199c8.json,3.0,High Risk,12.5,28.0,1250.1,6.5,3.8,-95.0,50.0,30.0,300.0,solar_wing,search_rescue,corridor,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1289.52,70.0,315.06,1,1.5811388300841898,480000.0,2.0833333333333335,1,100.008,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Industrial_Plant_319ebe2f83e3.json,3.0,High Risk,12.5,32.0,1250.1,7.5,4.0,,50.0,30.0,300.0,solar_wing,search_rescue,spiral,good,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1463.28,70.0,262.39,1,3.0,800000.0,1.25,1,100.008,0.75,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Industrial_Plant_a5d350fc9b9a.json,2.0,Medium Risk,12.5,25.0,1250.1,6.0,3.0,,25.0,20.0,120.0,solar_wing,search_rescue,corridor,good,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,375.8,20.0,319.61,1,1.118033988749895,30000.0,33.333333333333336,0,100.008,0.75,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Industrial_Plant_under_Gusts_96612146e2fe.json,3.0,High Risk,12.5,28.0,1250.1,8.5,4.2,-75.0,25.0,20.0,120.0,solar_wing,search_rescue,corridor,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,541.26,10.0,174.34,1,2.0,75000.0,13.333333333333334,0,100.008,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Industrial_Plant_under_Microburst_R_6712f6fc8f42.json,3.0,High Risk,5.2,28.0,335.4,8.5,4.2,-95.0,25.0,20.0,120.0,solar_wing,search_rescue,corridor,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,610.06,20.0,227.36,1,2.0,160000.0,6.25,1,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Low_Visibility_1be338542989.json,3.0,High Risk,5.2,22.0,335.4,3.0,2.0,-75.0,10.0,5.0,25.0,solar_wing,search_rescue,grid,poor,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,176.39,4.0,303.16,1,0.8544003745317532,8000.0,125.0,3,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Low_Visibility_7e77cf2a664d.json,3.0,High Risk,5.2,25.0,335.4,6.0,3.5,-90.0,25.0,20.0,150.0,solar_wing,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,581.09,20.0,180.08,1,1.4142135623730951,90000.0,11.111111111111112,3,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Mountainous_Airspace_47da47108e78.json,3.0,High Risk,5.2,25.0,335.4,6.5,3.2,-95.0,50.0,30.0,450.0,solar_wing,search_rescue,spiral,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,614.96,100.0,159.91,1,1.0,160000.0,6.25,1,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Mountainous_Airspace_8a206442cc29.json,3.0,High Risk,12.5,28.0,1250.1,8.5,4.0,-75.0,50.0,30.0,450.0,solar_wing,search_rescue,grid,good,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,5619.31,50.0,296.56,1,2.23606797749979,7500000.0,0.13333333333333333,1,100.008,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Mountainous_Airspace_e08d40dbec38.json,3.0,High Risk,5.2,22.0,335.4,8.5,4.2,-95.0,25.0,20.0,300.0,solar_wing,search_rescue,grid,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,350.73,80.0,187.96,1,2.0,40000.0,25.0,1,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Mountainous_Fog_5a6a3abfa9d7.json,3.0,High Risk,5.2,22.0,335.4,6.5,4.0,-85.0,50.0,30.0,300.0,solar_wing,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2360.23,70.0,237.23,1,2.0,4000000.0,0.25,3,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Offshore_Icing_Conditions_03132f96114d.json,3.0,High Risk,12.5,28.0,1250.1,8.5,4.0,-75.0,25.0,30.0,300.0,solar_wing,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1216.97,40.0,192.22,1,1.4142135623730951,800000.0,1.25,3,100.008,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Rain_079077cd3001.json,3.0,High Risk,5.2,22.0,335.4,7.5,4.0,-85.0,25.0,30.0,200.0,solar_wing,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,810.33,0.0,322.96,1,2.0,120000.0,8.333333333333334,6,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Rain_9db02d028d4a.json,3.0,High Risk,5.2,35.0,335.4,8.0,4.0,-75.0,25.0,20.0,150.0,solar_wing,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1571.34,40.0,235.99,1,1.118033988749895,3000000.0,0.33333333333333337,6,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Rainy_Jungle_557f3553fadd.json,3.0,High Risk,5.2,22.0,335.4,6.5,3.2,-95.0,25.0,15.0,120.0,solar_wing,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1093.13,40.0,173.13,1,2.0,800000.0,1.25,6,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Snowfall_3829b25a7767.json,3.0,High Risk,5.2,25.0,335.4,7.0,4.0,-95.0,25.0,20.0,150.0,solar_wing,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,441.39,40.0,171.83,1,2.0,160000.0,6.25,3,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Snowfall_8835dd2ad5e0.json,3.0,High Risk,5.2,22.0,335.4,8.5,4.0,-95.0,25.0,20.0,120.0,solar_wing,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,521.56,20.0,173.89,1,3.0,75000.0,13.333333333333334,4,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Snowfall_Offshore_0fa2ac6c6f83.json,3.0,High Risk,5.2,28.0,335.4,8.5,4.0,-95.0,50.0,30.0,300.0,solar_wing,search_rescue,spiral,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,3042.34,60.0,199.74,1,2.23606797749979,3000000.0,0.33333333333333337,4,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Snowfall_at_Airport_Perimeter_8db87fcda0a6.json,3.0,High Risk,5.2,22.0,335.4,7.5,4.0,-85.0,25.0,20.0,150.0,solar_wing,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1067.49,40.0,211.06,1,2.0,800000.0,1.25,3,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Suburban_Airspace_da8425fb3d12.json,3.0,High Risk,5.2,22.0,335.4,6.0,3.0,-95.0,25.0,30.0,150.0,solar_wing,search_rescue,grid,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,900.0,0.0,180.0,1,0.5,250000.0,4.0,0,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Suburban_Airspace_under_Dust_Condit_60751af17745.json,3.0,High Risk,5.2,22.0,335.4,8.5,4.5,-95.0,25.0,15.0,120.0,solar_wing,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,700.85,40.0,332.43,1,3.0,60000.0,16.666666666666668,3,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Suburban_Airspace_under_Strong_Cros_4734c8ae6b89.json,3.0,High Risk,12.5,28.0,1250.1,8.5,4.2,-95.0,25.0,15.0,150.0,solar_wing,search_rescue,grid,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,880.9,0.0,303.56,1,0.7071067811865476,360000.0,2.777777777777778,0,100.008,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Underground_Mine_067e7dc9a636.json,3.0,High Risk,5.2,22.0,335.4,8.5,4.0,-75.0,10.0,5.0,50.0,solar_wing,search_rescue,corridor,poor,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,403.37,5.0,302.67,1,1.118033988749895,30000.0,33.333333333333336,3,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Warehouse_Indoor_41b3077aa6fd.json,1.0,Low Risk,2.5,18.0,111.8,2.0,1.5,,5.0,5.0,15.0,solar_wing,search_rescue,grid,good,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,98.28,3.0,325.16,1,0.5,2000.0,500.0,0,44.72,0.75,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Warehouse_Indoor_Airspace_under_Str_65b602c5b35f.json,3.0,High Risk,5.2,22.0,335.4,8.5,4.2,-75.0,10.0,5.0,30.0,solar_wing,search_rescue,grid,good,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,403.24,0.0,302.72,1,1.0,30000.0,33.333333333333336,0,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Warehouse_Indoor_ec7bf3ab145b.json,3.0,High Risk,2.5,22.0,111.8,3.0,2.0,,5.0,5.0,15.0,solar_wing,search_rescue,grid,good,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,98.28,3.0,325.16,1,0.8246211251235323,2000.0,500.0,1,44.72,0.75,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Warehouse_Indoor_under_Fog_3eb04dab5c15.json,3.0,High Risk,5.2,22.0,335.4,2.0,1.5,-65.0,5.0,10.0,15.0,solar_wing,search_rescue,corridor,poor,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,176.18,4.0,303.82,1,0.7071067811865476,4800.0,208.33333333333334,4,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Warehouse_Indoor_under_Fog_6476a285de70.json,2.0,Medium Risk,5.2,22.0,335.4,3.0,2.0,,5.0,10.0,15.0,solar_wing,search_rescue,corridor,poor,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,99.15,10.0,325.81,1,1.0,2000.0,500.0,4,64.5,0.75,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_in_Wind_Farm_under_Microburst_Risk_fc547addb00c.json,3.0,High Risk,5.2,28.0,335.4,8.0,4.5,-85.0,50.0,30.0,120.0,solar_wing,search_rescue,corridor,good,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,3760.58,20.0,234.01,1,3.0,4000000.0,0.25,1,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_near_Offshore_Platform_2f28a56e79df.json,3.0,High Risk,12.5,28.0,1250.1,8.5,4.2,-95.0,25.0,20.0,120.0,solar_wing,search_rescue,corridor,good,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,458.67,15.0,273.98,1,2.23606797749979,75000.0,13.333333333333334,1,100.008,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Solar_Wing_UAV_under_Hot_Conditions_958c76e7e3d2.json,3.0,High Risk,5.2,28.0,335.4,6.0,3.5,-95.0,25.0,15.0,120.0,solar_wing,search_rescue,corridor,good,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2425.0,20.0,265.59,1,2.0,3000000.0,0.33333333333333337,0,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Strong_Crosswind_5898754308f7.json,2.0,Medium Risk,2.5,15.0,180.0,8.5,4.2,,25.0,15.0,120.0,quadrotor,search_rescue,corridor,good,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1391.72,10.0,300.94,1,2.5,480000.0,2.0833333333333335,0,72.0,0.75,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Strong_Crosswind_ed2a250fd1fa.json,2.0,Medium Risk,2.5,15.0,120.0,8.5,4.0,,25.0,15.0,120.0,quadrotor,search_rescue,corridor,good,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,519.5,10.0,314.71,1,1.0,40000.0,25.0,0,48.0,0.75,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Swarm_Drone_at_Bridge_Site_in_Hail_6c4e46cad671.json,3.0,High Risk,2.5,18.0,89.2,8.5,4.0,-75.0,25.0,15.0,120.0,swarm_drone,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1350.22,10.0,323.11,1,1.118033988749895,700000.0,1.4285714285714286,3,35.68,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Swarm_Drone_in_Jungle_0ecda85cda2c.json,3.0,High Risk,2.5,18.0,120.0,6.5,3.2,-95.0,25.0,15.0,120.0,swarm_drone,search_rescue,grid,good,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1112.37,10.0,314.94,1,1.7,350000.0,2.857142857142857,1,48.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
Forest_Search_with_Swarm_Drone_in_Low_Visibility_4485912b1af8.json,3.0,High Risk,2.5,18.0,85.8,6.0,3.5,-95.0,25.0,15.0,120.0,swarm_drone,search_rescue,grid,poor,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,439.12,30.0,250.67,1,1.0,60000.0,16.666666666666668,4,34.32,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Swarm_Drones_55bd132a7c21.json,3.0,High Risk,2.5,18.0,160.0,6.0,4.5,-95.0,25.0,15.0,120.0,swarm_drone,search_rescue,grid,good,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1377.01,15.0,159.72,1,2.0615528128088303,800000.0,1.25,1,64.0,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Swarm_Drones_at_Harbor_9d1d0c0f045b.json,3.0,High Risk,1.8,15.0,72.0,8.5,4.2,-75.0,25.0,20.0,120.0,swarm_drone,search_rescue,grid,good,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,612.25,10.0,332.98,1,1.118033988749895,60000.0,16.666666666666668,1,40.0,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Swarm_Drones_in_Coastal_Crosswinds_b8e0a556688d.json,2.0,Medium Risk,1.8,15.0,68.3,8.5,4.2,,25.0,15.0,120.0,swarm_drone,search_rescue,corridor,good,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1400.0,0.0,180.0,1,2.0,480000.0,2.0833333333333335,1,37.94444444444444,0.75,1.0,1.0,1.0,1.0,0.8333333333333334
Forest_Search_with_Swarm_Drones_in_Cold_Weather_c84094462673.json,3.0,High Risk,2.5,18.0,89.2,6.2,3.8,-85.0,25.0,30.0,120.0,swarm_drone,search_rescue,corridor,good,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,513.28,10.0,239.55,1,1.118033988749895,75000.0,13.333333333333334,1,35.68,1.0,1.0,1.0,1.0,1.0,1.0
Forest_Search_with_Swarm_Drones_in_Dusty_Indoor_Warehouse_072f6cce96e2.json,2.0,Medium Risk,1.5,12.0,75.0,3.0,2.0,,3.0,5.0,5.0,swarm_drone,search_rescue,corridor,poor,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,30.53,0.0,156.5,1,0.447213595499958,300.0,3333.3333333333335,3,50.0,0.75,1.0,1.0,1.0,1.0,1.0
